frame,site_id,site_family,core_members,intrinsic_members,incorporated_members,associated_members,state_members,intrinsic_formula,intrinsic_topology,incorporated_formula,incorporated_topology,associated_formula,associated_topology,state_formula,state_topology,state_label,associated_species_labels,attached_components,descriptors
1600,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1601,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1602,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1603,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1604,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1605,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1606,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1607,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1608,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1609,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1610,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1611,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1612,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1613,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1614,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1615,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1616,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1617,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1618,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1619,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1620,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1621,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1622,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1623,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1624,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1625,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1626,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1627,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1628,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1629,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1630,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1631,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1632,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1633,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1634,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1635,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1636,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1637,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1638,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1639,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1640,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1641,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1642,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1643,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1644,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1645,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1646,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
1647,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
